     MC_step       U_adim      U_error       M_adim      M_error
        8410  -0.1260E+03   0.1176E-01  -0.5100E+00   0.3881E-04
        8411  -0.1260E+03   0.1176E-01  -0.4300E+00   0.3881E-04
        8412  -0.1100E+03   0.1175E-01  -0.3900E+00   0.3881E-04
        8413  -0.1340E+03   0.1175E-01  -0.3900E+00   0.3880E-04
        8414  -0.1100E+03   0.1175E-01  -0.3900E+00   0.3880E-04
        8415  -0.1220E+03   0.1175E-01  -0.3900E+00   0.3880E-04
        8416  -0.1180E+03   0.1175E-01  -0.4900E+00   0.3880E-04
        8417  -0.1620E+03   0.1175E-01  -0.4900E+00   0.3880E-04
        8418  -0.1540E+03   0.1175E-01  -0.4900E+00   0.3880E-04
        8419  -0.1380E+03   0.1175E-01  -0.4900E+00   0.3880E-04
        8420  -0.1220E+03   0.1175E-01  -0.4700E+00   0.3880E-04
        8421  -0.1100E+03   0.1175E-01  -0.3100E+00   0.3880E-04
        8422  -0.1140E+03   0.1175E-01  -0.2700E+00   0.3879E-04
        8423  -0.1020E+03   0.1175E-01  -0.3300E+00   0.3879E-04
        8424  -0.1260E+03   0.1175E-01  -0.3900E+00   0.3879E-04
        8425  -0.1180E+03   0.1175E-01  -0.2500E+00   0.3879E-04
        8426  -0.9400E+02   0.1175E-01  -0.1900E+00   0.3878E-04
        8427  -0.1140E+03   0.1175E-01  -0.7000E-01   0.3878E-04
        8428  -0.1300E+03   0.1175E-01  -0.1300E+00   0.3877E-04
        8429  -0.1180E+03   0.1175E-01  -0.9000E-01   0.3877E-04
        8430  -0.1340E+03   0.1175E-01   0.7000E-01   0.3876E-04
        8431  -0.1300E+03   0.1175E-01   0.1300E+00   0.3876E-04
        8432  -0.1100E+03   0.1174E-01   0.9000E-01   0.3875E-04
        8433  -0.1340E+03   0.1174E-01   0.1500E+00   0.3875E-04
        8434  -0.1340E+03   0.1174E-01   0.1700E+00   0.3875E-04
        8435  -0.1100E+03   0.1174E-01  -0.5000E-01   0.3874E-04
        8436  -0.1340E+03   0.1174E-01  -0.1100E+00   0.3874E-04
        8437  -0.1380E+03   0.1174E-01  -0.2100E+00   0.3873E-04
        8438  -0.1260E+03   0.1174E-01  -0.2500E+00   0.3873E-04
        8439  -0.1260E+03   0.1174E-01  -0.2100E+00   0.3873E-04
        8440  -0.1340E+03   0.1174E-01  -0.2900E+00   0.3872E-04
        8441  -0.1300E+03   0.1174E-01  -0.2300E+00   0.3872E-04
        8442  -0.1140E+03   0.1174E-01  -0.3300E+00   0.3872E-04
        8443  -0.9800E+02   0.1174E-01  -0.3300E+00   0.3871E-04
        8444  -0.1300E+03   0.1174E-01  -0.3900E+00   0.3871E-04
        8445  -0.1100E+03   0.1174E-01  -0.3700E+00   0.3871E-04
        8446  -0.9000E+02   0.1174E-01  -0.3300E+00   0.3871E-04
        8447  -0.1180E+03   0.1174E-01  -0.4100E+00   0.3871E-04
        8448  -0.1340E+03   0.1174E-01  -0.3900E+00   0.3870E-04
        8449  -0.1180E+03   0.1174E-01  -0.3100E+00   0.3870E-04
        8450  -0.1060E+03   0.1174E-01  -0.2500E+00   0.3870E-04
        8451  -0.1020E+03   0.1173E-01  -0.3700E+00   0.3870E-04
        8452  -0.1020E+03   0.1173E-01  -0.2100E+00   0.3869E-04
        8453  -0.9400E+02   0.1173E-01  -0.1300E+00   0.3869E-04
        8454  -0.1060E+03   0.1173E-01  -0.1700E+00   0.3868E-04
        8455  -0.6600E+02   0.1173E-01  -0.9000E-01   0.3868E-04
        8456  -0.8200E+02   0.1173E-01   0.1100E+00   0.3868E-04
        8457  -0.9800E+02   0.1173E-01   0.1100E+00   0.3867E-04
        8458  -0.8600E+02   0.1173E-01   0.9000E-01   0.3867E-04
        8459  -0.8200E+02   0.1173E-01   0.2100E+00   0.3866E-04
        8460  -0.8200E+02   0.1173E-01   0.3500E+00   0.3866E-04
        8461  -0.1060E+03   0.1173E-01   0.4500E+00   0.3866E-04
        8462  -0.1140E+03   0.1173E-01   0.5100E+00   0.3866E-04
        8463  -0.7800E+02   0.1172E-01   0.3300E+00   0.3866E-04
        8464  -0.8200E+02   0.1172E-01   0.3300E+00   0.3865E-04
        8465  -0.7000E+02   0.1172E-01   0.4100E+00   0.3865E-04
        8466  -0.1020E+03   0.1172E-01   0.4700E+00   0.3865E-04
        8467  -0.9800E+02   0.1172E-01   0.5100E+00   0.3865E-04
        8468  -0.1220E+03   0.1172E-01   0.5900E+00   0.3865E-04
        8469  -0.1180E+03   0.1172E-01   0.6100E+00   0.3866E-04
        8470  -0.1260E+03   0.1172E-01   0.5100E+00   0.3866E-04
        8471  -0.1140E+03   0.1172E-01   0.4500E+00   0.3866E-04
        8472  -0.1340E+03   0.1172E-01   0.4500E+00   0.3865E-04
        8473  -0.1180E+03   0.1172E-01   0.4900E+00   0.3865E-04
        8474  -0.1260E+03   0.1172E-01   0.5700E+00   0.3866E-04
        8475  -0.1140E+03   0.1172E-01   0.5900E+00   0.3866E-04
        8476  -0.1060E+03   0.1172E-01   0.4500E+00   0.3866E-04
        8477  -0.1180E+03   0.1172E-01   0.5500E+00   0.3866E-04
        8478  -0.1060E+03   0.1171E-01   0.4900E+00   0.3866E-04
        8479  -0.1180E+03   0.1171E-01   0.6900E+00   0.3866E-04
        8480  -0.1340E+03   0.1171E-01   0.7100E+00   0.3867E-04
        8481  -0.1140E+03   0.1171E-01   0.6900E+00   0.3867E-04
        8482  -0.1220E+03   0.1171E-01   0.6500E+00   0.3867E-04
        8483  -0.1140E+03   0.1171E-01   0.6500E+00   0.3868E-04
        8484  -0.1260E+03   0.1171E-01   0.5300E+00   0.3868E-04
        8485  -0.1180E+03   0.1171E-01   0.5300E+00   0.3868E-04
        8486  -0.1180E+03   0.1171E-01   0.4900E+00   0.3868E-04
        8487  -0.1220E+03   0.1171E-01   0.3500E+00   0.3867E-04
        8488  -0.1300E+03   0.1171E-01   0.4500E+00   0.3867E-04
        8489  -0.1220E+03   0.1171E-01   0.2900E+00   0.3867E-04
        8490  -0.9800E+02   0.1171E-01   0.1300E+00   0.3867E-04
        8491  -0.8200E+02   0.1171E-01   0.1900E+00   0.3866E-04
        8492  -0.9800E+02   0.1171E-01   0.3000E-01   0.3866E-04
        8493  -0.1060E+03   0.1171E-01   0.1500E+00   0.3865E-04
        8494  -0.1100E+03   0.1170E-01   0.9000E-01   0.3865E-04
        8495  -0.1020E+03   0.1170E-01   0.1000E-01   0.3864E-04
        8496  -0.9800E+02   0.1170E-01   0.1900E+00   0.3864E-04
        8497  -0.1140E+03   0.1170E-01   0.2100E+00   0.3864E-04
        8498  -0.8200E+02   0.1170E-01   0.2700E+00   0.3863E-04
        8499  -0.9400E+02   0.1170E-01   0.2700E+00   0.3863E-04
        8500  -0.9800E+02   0.1170E-01   0.2500E+00   0.3863E-04
        8501  -0.1100E+03   0.1170E-01   0.3700E+00   0.3862E-04
        8502  -0.1180E+03   0.1170E-01   0.4500E+00   0.3862E-04
        8503  -0.1180E+03   0.1170E-01   0.3300E+00   0.3862E-04
        8504  -0.9000E+02   0.1170E-01   0.2500E+00   0.3862E-04
        8505  -0.9000E+02   0.1170E-01   0.3700E+00   0.3862E-04
        8506  -0.1220E+03   0.1170E-01   0.2500E+00   0.3861E-04
        8507  -0.1340E+03   0.1170E-01   0.2300E+00   0.3861E-04
        8508  -0.1300E+03   0.1170E-01   0.2300E+00   0.3861E-04
        8509  -0.1220E+03   0.1169E-01   0.2300E+00   0.3860E-04
        8510  -0.9800E+02   0.1169E-01   0.2500E+00   0.3860E-04
        8511  -0.9000E+02   0.1169E-01   0.1700E+00   0.3859E-04
        8512  -0.1020E+03   0.1169E-01   0.9000E-01   0.3859E-04
        8513  -0.1100E+03   0.1169E-01   0.1900E+00   0.3859E-04
        8514  -0.8600E+02   0.1169E-01   0.2100E+00   0.3858E-04
        8515  -0.8600E+02   0.1169E-01   0.2900E+00   0.3858E-04
        8516  -0.9800E+02   0.1169E-01   0.3500E+00   0.3858E-04
        8517  -0.1140E+03   0.1169E-01   0.1500E+00   0.3857E-04
        8518  -0.9400E+02   0.1169E-01   0.1900E+00   0.3857E-04
        8519  -0.8600E+02   0.1169E-01   0.7000E-01   0.3856E-04
        8520  -0.9400E+02   0.1169E-01   0.1100E+00   0.3856E-04
        8521  -0.1220E+03   0.1169E-01   0.2700E+00   0.3856E-04
        8522  -0.9800E+02   0.1168E-01   0.1700E+00   0.3855E-04
        8523  -0.9800E+02   0.1168E-01   0.2300E+00   0.3855E-04
        8524  -0.1060E+03   0.1168E-01   0.1700E+00   0.3854E-04
        8525  -0.1180E+03   0.1168E-01   0.1700E+00   0.3854E-04
        8526  -0.1140E+03   0.1168E-01   0.2100E+00   0.3854E-04
        8527  -0.9000E+02   0.1168E-01   0.9000E-01   0.3853E-04
        8528  -0.8200E+02   0.1168E-01   0.3000E-01   0.3853E-04
        8529  -0.8200E+02   0.1168E-01  -0.3000E-01   0.3852E-04
        8530  -0.1220E+03   0.1168E-01   0.7000E-01   0.3852E-04
        8531  -0.1060E+03   0.1168E-01   0.1900E+00   0.3852E-04
        8532  -0.1140E+03   0.1168E-01   0.2100E+00   0.3851E-04
        8533  -0.1180E+03   0.1168E-01   0.2700E+00   0.3851E-04
        8534  -0.1460E+03   0.1168E-01   0.3900E+00   0.3851E-04
        8535  -0.1340E+03   0.1168E-01   0.2500E+00   0.3850E-04
        8536  -0.1060E+03   0.1168E-01   0.2500E+00   0.3850E-04
        8537  -0.1180E+03   0.1167E-01   0.3500E+00   0.3850E-04
        8538  -0.1100E+03   0.1167E-01   0.2900E+00   0.3849E-04
        8539  -0.1140E+03   0.1167E-01   0.2900E+00   0.3849E-04
        8540  -0.9800E+02   0.1167E-01   0.2300E+00   0.3849E-04
        8541  -0.9800E+02   0.1167E-01   0.2300E+00   0.3848E-04
        8542  -0.9800E+02   0.1167E-01   0.1500E+00   0.3848E-04
        8543  -0.9000E+02   0.1167E-01   0.2300E+00   0.3848E-04
        8544  -0.6200E+02   0.1167E-01   0.3100E+00   0.3847E-04
        8545  -0.7000E+02   0.1167E-01   0.3300E+00   0.3847E-04
        8546  -0.9800E+02   0.1167E-01   0.5100E+00   0.3847E-04
        8547  -0.1100E+03   0.1167E-01   0.5700E+00   0.3847E-04
        8548  -0.9400E+02   0.1167E-01   0.4700E+00   0.3847E-04
        8549  -0.1140E+03   0.1166E-01   0.5700E+00   0.3847E-04
        8550  -0.1100E+03   0.1166E-01   0.5700E+00   0.3847E-04
        8551  -0.1260E+03   0.1166E-01   0.5500E+00   0.3848E-04
        8552  -0.1100E+03   0.1166E-01   0.4900E+00   0.3848E-04
        8553  -0.9800E+02   0.1166E-01   0.4500E+00   0.3847E-04
        8554  -0.1100E+03   0.1166E-01   0.3900E+00   0.3847E-04
        8555  -0.1220E+03   0.1166E-01   0.4100E+00   0.3847E-04
        8556  -0.1300E+03   0.1166E-01   0.4900E+00   0.3847E-04
        8557  -0.1100E+03   0.1166E-01   0.5900E+00   0.3847E-04
        8558  -0.1140E+03   0.1166E-01   0.5300E+00   0.3847E-04
        8559  -0.1180E+03   0.1166E-01   0.6500E+00   0.3848E-04
        8560  -0.9800E+02   0.1166E-01   0.5300E+00   0.3848E-04
        8561  -0.1220E+03   0.1166E-01   0.5900E+00   0.3848E-04
        8562  -0.7400E+02   0.1166E-01   0.4500E+00   0.3848E-04
        8563  -0.9400E+02   0.1166E-01   0.4900E+00   0.3848E-04
        8564  -0.1020E+03   0.1165E-01   0.5500E+00   0.3848E-04
        8565  -0.1140E+03   0.1165E-01   0.5900E+00   0.3848E-04
        8566  -0.1340E+03   0.1165E-01   0.6900E+00   0.3848E-04
        8567  -0.1460E+03   0.1165E-01   0.6700E+00   0.3849E-04
        8568  -0.1380E+03   0.1165E-01   0.5700E+00   0.3849E-04
        8569  -0.1340E+03   0.1165E-01   0.5900E+00   0.3849E-04
        8570  -0.1100E+03   0.1165E-01   0.5500E+00   0.3849E-04
        8571  -0.1020E+03   0.1165E-01   0.5300E+00   0.3849E-04
        8572  -0.8600E+02   0.1165E-01   0.4900E+00   0.3849E-04
        8573  -0.9000E+02   0.1165E-01   0.5300E+00   0.3849E-04
        8574  -0.7400E+02   0.1165E-01   0.3500E+00   0.3849E-04
        8575  -0.9000E+02   0.1165E-01   0.3500E+00   0.3849E-04
        8576  -0.7800E+02   0.1165E-01   0.4100E+00   0.3849E-04
        8577  -0.8600E+02   0.1165E-01   0.3700E+00   0.3848E-04
        8578  -0.6600E+02   0.1165E-01   0.2500E+00   0.3848E-04
        8579  -0.7800E+02   0.1164E-01   0.3300E+00   0.3848E-04
        8580  -0.7800E+02   0.1164E-01   0.3100E+00   0.3847E-04
        8581  -0.9400E+02   0.1164E-01   0.1900E+00   0.3847E-04
        8582  -0.1020E+03   0.1164E-01   0.3000E-01   0.3847E-04
        8583  -0.9800E+02   0.1164E-01   0.9000E-01   0.3846E-04
        8584  -0.1020E+03   0.1164E-01   0.1700E+00   0.3846E-04
        8585  -0.1100E+03   0.1164E-01   0.3500E+00   0.3846E-04
        8586  -0.8600E+02   0.1164E-01   0.3700E+00   0.3845E-04
        8587  -0.8200E+02   0.1164E-01   0.2900E+00   0.3845E-04
        8588  -0.1100E+03   0.1164E-01   0.2900E+00   0.3845E-04
        8589  -0.1100E+03   0.1164E-01   0.2900E+00   0.3844E-04
        8590  -0.1020E+03   0.1164E-01   0.3500E+00   0.3844E-04
        8591  -0.9800E+02   0.1163E-01   0.3700E+00   0.3844E-04
        8592  -0.1220E+03   0.1163E-01   0.4700E+00   0.3844E-04
        8593  -0.1100E+03   0.1163E-01   0.5300E+00   0.3844E-04
        8594  -0.1100E+03   0.1163E-01   0.4700E+00   0.3844E-04
        8595  -0.1420E+03   0.1163E-01   0.5900E+00   0.3844E-04
        8596  -0.1260E+03   0.1163E-01   0.4900E+00   0.3844E-04
        8597  -0.1300E+03   0.1163E-01   0.4500E+00   0.3844E-04
        8598  -0.1220E+03   0.1163E-01   0.4100E+00   0.3844E-04
        8599  -0.1180E+03   0.1163E-01   0.4900E+00   0.3844E-04
        8600  -0.1180E+03   0.1163E-01   0.4300E+00   0.3844E-04
        8601  -0.1180E+03   0.1163E-01   0.4900E+00   0.3844E-04
        8602  -0.1300E+03   0.1163E-01   0.5100E+00   0.3844E-04
        8603  -0.1100E+03   0.1163E-01   0.4300E+00   0.3844E-04
        8604  -0.9000E+02   0.1163E-01   0.3500E+00   0.3843E-04
        8605  -0.1140E+03   0.1163E-01   0.4900E+00   0.3843E-04
        8606  -0.1180E+03   0.1163E-01   0.5500E+00   0.3843E-04
        8607  -0.1260E+03   0.1163E-01   0.7300E+00   0.3844E-04
        8608  -0.1420E+03   0.1163E-01   0.7700E+00   0.3844E-04
        8609  -0.1220E+03   0.1163E-01   0.6300E+00   0.3845E-04
        8610  -0.1220E+03   0.1162E-01   0.6900E+00   0.3845E-04
        8611  -0.9800E+02   0.1162E-01   0.5300E+00   0.3845E-04
        8612  -0.9800E+02   0.1162E-01   0.5100E+00   0.3845E-04
        8613  -0.9800E+02   0.1162E-01   0.5700E+00   0.3845E-04
        8614  -0.1060E+03   0.1162E-01   0.5900E+00   0.3845E-04
        8615  -0.1340E+03   0.1162E-01   0.6100E+00   0.3846E-04
        8616  -0.1260E+03   0.1162E-01   0.5500E+00   0.3846E-04
        8617  -0.1220E+03   0.1162E-01   0.5900E+00   0.3846E-04
        8618  -0.1220E+03   0.1162E-01   0.5900E+00   0.3846E-04
        8619  -0.1060E+03   0.1162E-01   0.5700E+00   0.3846E-04
        8620  -0.1060E+03   0.1162E-01   0.5500E+00   0.3846E-04
        8621  -0.1020E+03   0.1162E-01   0.4500E+00   0.3846E-04
        8622  -0.1300E+03   0.1162E-01   0.5700E+00   0.3846E-04
        8623  -0.1140E+03   0.1162E-01   0.3300E+00   0.3846E-04
        8624  -0.1020E+03   0.1162E-01   0.2900E+00   0.3846E-04
        8625  -0.8600E+02   0.1162E-01   0.2900E+00   0.3845E-04
        8626  -0.8200E+02   0.1161E-01   0.3300E+00   0.3845E-04
        8627  -0.1020E+03   0.1161E-01   0.4100E+00   0.3845E-04
        8628  -0.8200E+02   0.1161E-01   0.2300E+00   0.3845E-04
        8629  -0.1020E+03   0.1161E-01   0.2500E+00   0.3844E-04
        8630  -0.8200E+02   0.1161E-01   0.2700E+00   0.3844E-04
        8631  -0.5400E+02   0.1161E-01   0.2700E+00   0.3844E-04
        8632  -0.7400E+02   0.1161E-01   0.3100E+00   0.3843E-04
        8633  -0.9000E+02   0.1161E-01   0.3300E+00   0.3843E-04
        8634  -0.9400E+02   0.1161E-01   0.4500E+00   0.3843E-04
        8635  -0.8600E+02   0.1161E-01   0.4100E+00   0.3843E-04
        8636  -0.1140E+03   0.1161E-01   0.4900E+00   0.3843E-04
        8637  -0.1300E+03   0.1160E-01   0.5900E+00   0.3843E-04
        8638  -0.1260E+03   0.1160E-01   0.5300E+00   0.3843E-04
        8639  -0.1180E+03   0.1160E-01   0.5300E+00   0.3843E-04
        8640  -0.9800E+02   0.1160E-01   0.4300E+00   0.3843E-04
        8641  -0.9400E+02   0.1160E-01   0.4700E+00   0.3843E-04
        8642  -0.1020E+03   0.1160E-01   0.4300E+00   0.3843E-04
        8643  -0.1020E+03   0.1160E-01   0.4900E+00   0.3843E-04
        8644  -0.1260E+03   0.1160E-01   0.5900E+00   0.3843E-04
        8645  -0.9000E+02   0.1160E-01   0.6100E+00   0.3843E-04
        8646  -0.1260E+03   0.1160E-01   0.6900E+00   0.3844E-04
        8647  -0.1300E+03   0.1160E-01   0.6900E+00   0.3844E-04
        8648  -0.1220E+03   0.1160E-01   0.5700E+00   0.3844E-04
        8649  -0.1260E+03   0.1160E-01   0.6300E+00   0.3844E-04
        8650  -0.1380E+03   0.1160E-01   0.6500E+00   0.3845E-04
        8651  -0.1300E+03   0.1160E-01   0.6300E+00   0.3845E-04
        8652  -0.1260E+03   0.1160E-01   0.6100E+00   0.3845E-04
        8653  -0.1340E+03   0.1160E-01   0.6500E+00   0.3845E-04
        8654  -0.1180E+03   0.1160E-01   0.6500E+00   0.3846E-04
        8655  -0.1100E+03   0.1160E-01   0.5500E+00   0.3846E-04
        8656  -0.1380E+03   0.1160E-01   0.6100E+00   0.3846E-04
        8657  -0.1180E+03   0.1159E-01   0.6700E+00   0.3846E-04
        8658  -0.9400E+02   0.1159E-01   0.4700E+00   0.3846E-04
        8659  -0.1060E+03   0.1159E-01   0.5100E+00   0.3846E-04
        8660  -0.9000E+02   0.1159E-01   0.4100E+00   0.3846E-04
        8661  -0.1020E+03   0.1159E-01   0.5900E+00   0.3846E-04
        8662  -0.1260E+03   0.1159E-01   0.5500E+00   0.3846E-04
        8663  -0.9400E+02   0.1159E-01   0.4300E+00   0.3846E-04
        8664  -0.1140E+03   0.1159E-01   0.5100E+00   0.3846E-04
        8665  -0.1220E+03   0.1159E-01   0.5100E+00   0.3846E-04
        8666  -0.1260E+03   0.1159E-01   0.5500E+00   0.3846E-04
        8667  -0.1140E+03   0.1159E-01   0.4500E+00   0.3846E-04
        8668  -0.1060E+03   0.1159E-01   0.4100E+00   0.3846E-04
        8669  -0.1420E+03   0.1159E-01   0.6300E+00   0.3846E-04
        8670  -0.1340E+03   0.1159E-01   0.5100E+00   0.3846E-04
        8671  -0.1180E+03   0.1159E-01   0.5100E+00   0.3846E-04
        8672  -0.8600E+02   0.1159E-01   0.4700E+00   0.3846E-04
        8673  -0.1220E+03   0.1158E-01   0.5700E+00   0.3846E-04
        8674  -0.1020E+03   0.1158E-01   0.4900E+00   0.3846E-04
        8675  -0.9000E+02   0.1158E-01   0.5900E+00   0.3846E-04
        8676  -0.1100E+03   0.1158E-01   0.6100E+00   0.3847E-04
        8677  -0.1220E+03   0.1158E-01   0.5500E+00   0.3847E-04
        8678  -0.1020E+03   0.1158E-01   0.5100E+00   0.3847E-04
        8679  -0.1180E+03   0.1158E-01   0.5500E+00   0.3847E-04
        8680  -0.1100E+03   0.1158E-01   0.5700E+00   0.3847E-04
        8681  -0.1380E+03   0.1158E-01   0.5900E+00   0.3847E-04
        8682  -0.1340E+03   0.1158E-01   0.6100E+00   0.3847E-04
        8683  -0.1340E+03   0.1158E-01   0.5300E+00   0.3847E-04
        8684  -0.1020E+03   0.1158E-01   0.4500E+00   0.3847E-04
        8685  -0.1140E+03   0.1158E-01   0.3300E+00   0.3847E-04
        8686  -0.1220E+03   0.1158E-01   0.3500E+00   0.3847E-04
        8687  -0.1300E+03   0.1158E-01   0.4900E+00   0.3847E-04
        8688  -0.1140E+03   0.1158E-01   0.5300E+00   0.3847E-04
        8689  -0.1060E+03   0.1158E-01   0.4500E+00   0.3847E-04
        8690  -0.9800E+02   0.1157E-01   0.3900E+00   0.3846E-04
        8691  -0.9400E+02   0.1157E-01   0.3900E+00   0.3846E-04
        8692  -0.9800E+02   0.1157E-01   0.4500E+00   0.3846E-04
        8693  -0.9800E+02   0.1157E-01   0.5300E+00   0.3846E-04
        8694  -0.9400E+02   0.1157E-01   0.5300E+00   0.3846E-04
        8695  -0.1140E+03   0.1157E-01   0.5500E+00   0.3846E-04
        8696  -0.1180E+03   0.1157E-01   0.5100E+00   0.3846E-04
        8697  -0.1140E+03   0.1157E-01   0.5100E+00   0.3846E-04
        8698  -0.9000E+02   0.1157E-01   0.4300E+00   0.3846E-04
        8699  -0.1060E+03   0.1157E-01   0.5300E+00   0.3846E-04
        8700  -0.1100E+03   0.1157E-01   0.6300E+00   0.3846E-04
        8701  -0.9400E+02   0.1157E-01   0.5100E+00   0.3846E-04
        8702  -0.1020E+03   0.1157E-01   0.4100E+00   0.3846E-04
        8703  -0.1020E+03   0.1157E-01   0.3700E+00   0.3846E-04
        8704  -0.1020E+03   0.1156E-01   0.3900E+00   0.3846E-04
        8705  -0.1020E+03   0.1156E-01   0.2900E+00   0.3846E-04
        8706  -0.9800E+02   0.1156E-01   0.4500E+00   0.3846E-04
        8707  -0.9000E+02   0.1156E-01   0.3500E+00   0.3845E-04
        8708  -0.1220E+03   0.1156E-01   0.4900E+00   0.3845E-04
        8709  -0.1340E+03   0.1156E-01   0.4900E+00   0.3845E-04
        8710  -0.1380E+03   0.1156E-01   0.4900E+00   0.3845E-04
        8711  -0.1260E+03   0.1156E-01   0.3300E+00   0.3845E-04
        8712  -0.1180E+03   0.1156E-01   0.2100E+00   0.3845E-04
        8713  -0.1180E+03   0.1156E-01   0.2700E+00   0.3844E-04
        8714  -0.1140E+03   0.1156E-01   0.4100E+00   0.3844E-04
        8715  -0.8600E+02   0.1156E-01   0.2900E+00   0.3844E-04
        8716  -0.9000E+02   0.1156E-01   0.2700E+00   0.3844E-04
        8717  -0.1060E+03   0.1156E-01   0.3700E+00   0.3843E-04
        8718  -0.1140E+03   0.1156E-01   0.4100E+00   0.3843E-04
        8719  -0.1060E+03   0.1156E-01   0.3700E+00   0.3843E-04
        8720  -0.1140E+03   0.1155E-01   0.4100E+00   0.3843E-04
        8721  -0.1340E+03   0.1155E-01   0.4700E+00   0.3843E-04
        8722  -0.1300E+03   0.1155E-01   0.6300E+00   0.3843E-04
        8723  -0.1420E+03   0.1155E-01   0.6300E+00   0.3843E-04
        8724  -0.1340E+03   0.1155E-01   0.6500E+00   0.3843E-04
        8725  -0.1260E+03   0.1155E-01   0.5900E+00   0.3844E-04
        8726  -0.1260E+03   0.1155E-01   0.6100E+00   0.3844E-04
        8727  -0.1060E+03   0.1155E-01   0.5100E+00   0.3844E-04
        8728  -0.9800E+02   0.1155E-01   0.4300E+00   0.3844E-04
        8729  -0.1020E+03   0.1155E-01   0.3700E+00   0.3844E-04
        8730  -0.1100E+03   0.1155E-01   0.4300E+00   0.3843E-04
