     MC_step       U_adim      U_error       M_adim      M_error
         379  -0.1140E+03   0.5323E-01   0.5000E-01   0.1460E-03
         380  -0.1060E+03   0.5316E-01   0.7000E-01   0.1456E-03
         381  -0.1060E+03   0.5309E-01   0.9000E-01   0.1453E-03
         382  -0.7800E+02   0.5299E-01   0.1000E-01   0.1449E-03
         383  -0.7800E+02   0.5290E-01   0.1000E-01   0.1445E-03
         384  -0.7000E+02   0.5279E-01   0.1900E+00   0.1442E-03
         385  -0.1020E+03   0.5272E-01   0.3100E+00   0.1441E-03
         386  -0.1380E+03   0.5270E-01   0.1700E+00   0.1438E-03
         387  -0.1140E+03   0.5265E-01   0.2700E+00   0.1436E-03
         388  -0.1260E+03   0.5261E-01   0.3700E+00   0.1435E-03
         389  -0.1380E+03   0.5259E-01   0.4500E+00   0.1436E-03
         390  -0.1300E+03   0.5256E-01   0.4700E+00   0.1438E-03
         391  -0.1140E+03   0.5251E-01   0.4900E+00   0.1439E-03
         392  -0.1220E+03   0.5247E-01   0.5500E+00   0.1443E-03
         393  -0.1180E+03   0.5242E-01   0.4900E+00   0.1444E-03
         394  -0.1180E+03   0.5237E-01   0.3700E+00   0.1444E-03
         395  -0.9800E+02   0.5230E-01   0.3500E+00   0.1443E-03
         396  -0.8200E+02   0.5220E-01   0.3700E+00   0.1442E-03
         397  -0.8600E+02   0.5212E-01   0.4100E+00   0.1442E-03
         398  -0.1060E+03   0.5205E-01   0.3900E+00   0.1442E-03
         399  -0.1220E+03   0.5201E-01   0.4900E+00   0.1444E-03
         400  -0.1180E+03   0.5197E-01   0.4700E+00   0.1445E-03
         401  -0.1180E+03   0.5192E-01   0.4700E+00   0.1446E-03
         402  -0.1260E+03   0.5188E-01   0.6100E+00   0.1450E-03
         403  -0.1220E+03   0.5184E-01   0.6500E+00   0.1456E-03
         404  -0.1340E+03   0.5182E-01   0.6100E+00   0.1460E-03
         405  -0.1300E+03   0.5179E-01   0.5100E+00   0.1462E-03
         406  -0.1180E+03   0.5174E-01   0.5100E+00   0.1463E-03
         407  -0.1100E+03   0.5169E-01   0.4900E+00   0.1465E-03
         408  -0.1180E+03   0.5164E-01   0.6900E+00   0.1471E-03
         409  -0.1540E+03   0.5165E-01   0.7500E+00   0.1479E-03
         410  -0.1420E+03   0.5164E-01   0.6900E+00   0.1485E-03
         411  -0.1220E+03   0.5160E-01   0.5900E+00   0.1488E-03
         412  -0.1140E+03   0.5155E-01   0.5300E+00   0.1490E-03
         413  -0.1260E+03   0.5151E-01   0.5100E+00   0.1492E-03
         414  -0.1300E+03   0.5148E-01   0.6700E+00   0.1497E-03
         415  -0.1300E+03   0.5145E-01   0.6500E+00   0.1501E-03
         416  -0.1220E+03   0.5141E-01   0.5700E+00   0.1504E-03
         417  -0.1420E+03   0.5140E-01   0.6900E+00   0.1509E-03
         418  -0.1460E+03   0.5139E-01   0.7100E+00   0.1515E-03
         419  -0.1220E+03   0.5135E-01   0.6700E+00   0.1520E-03
         420  -0.1140E+03   0.5130E-01   0.6300E+00   0.1524E-03
         421  -0.1140E+03   0.5125E-01   0.5700E+00   0.1526E-03
         422  -0.1140E+03   0.5120E-01   0.6100E+00   0.1530E-03
         423  -0.1460E+03   0.5120E-01   0.7300E+00   0.1536E-03
         424  -0.1460E+03   0.5119E-01   0.7500E+00   0.1542E-03
         425  -0.1180E+03   0.5114E-01   0.6900E+00   0.1547E-03
         426  -0.1180E+03   0.5110E-01   0.6500E+00   0.1551E-03
         427  -0.1140E+03   0.5105E-01   0.6300E+00   0.1554E-03
         428  -0.9800E+02   0.5098E-01   0.5500E+00   0.1556E-03
         429  -0.1060E+03   0.5092E-01   0.5300E+00   0.1557E-03
         430  -0.1020E+03   0.5086E-01   0.4700E+00   0.1558E-03
         431  -0.1220E+03   0.5082E-01   0.6700E+00   0.1562E-03
         432  -0.1180E+03   0.5077E-01   0.6900E+00   0.1566E-03
         433  -0.9800E+02   0.5070E-01   0.5100E+00   0.1567E-03
         434  -0.1220E+03   0.5066E-01   0.5900E+00   0.1569E-03
         435  -0.1380E+03   0.5065E-01   0.6100E+00   0.1572E-03
         436  -0.1380E+03   0.5063E-01   0.6300E+00   0.1575E-03
         437  -0.1420E+03   0.5062E-01   0.6100E+00   0.1578E-03
         438  -0.1140E+03   0.5057E-01   0.4700E+00   0.1578E-03
         439  -0.9800E+02   0.5050E-01   0.3300E+00   0.1576E-03
         440  -0.1100E+03   0.5045E-01   0.3100E+00   0.1574E-03
         441  -0.1260E+03   0.5041E-01   0.3300E+00   0.1572E-03
         442  -0.1180E+03   0.5037E-01   0.2100E+00   0.1569E-03
         443  -0.1060E+03   0.5031E-01   0.1700E+00   0.1566E-03
         444  -0.9800E+02   0.5025E-01   0.2300E+00   0.1563E-03
         445  -0.1060E+03   0.5019E-01   0.2700E+00   0.1561E-03
         446  -0.1140E+03   0.5014E-01   0.3300E+00   0.1559E-03
         447  -0.1140E+03   0.5009E-01   0.4500E+00   0.1559E-03
         448  -0.9000E+02   0.5002E-01   0.4300E+00   0.1559E-03
         449  -0.1020E+03   0.4996E-01   0.3900E+00   0.1558E-03
         450  -0.1140E+03   0.4991E-01   0.4100E+00   0.1557E-03
         451  -0.9800E+02   0.4985E-01   0.4300E+00   0.1556E-03
         452  -0.9400E+02   0.4978E-01   0.2900E+00   0.1554E-03
         453  -0.9800E+02   0.4972E-01   0.2700E+00   0.1552E-03
         454  -0.8600E+02   0.4965E-01   0.1900E+00   0.1549E-03
         455  -0.1100E+03   0.4960E-01   0.2100E+00   0.1546E-03
         456  -0.8600E+02   0.4952E-01   0.1500E+00   0.1543E-03
         457  -0.9000E+02   0.4945E-01   0.3000E-01   0.1540E-03
         458  -0.9000E+02   0.4938E-01   0.5000E-01   0.1537E-03
         459  -0.9000E+02   0.4931E-01  -0.5000E-01   0.1533E-03
         460  -0.1140E+03   0.4927E-01  -0.3000E-01   0.1530E-03
         461  -0.1060E+03   0.4922E-01   0.1300E+00   0.1527E-03
         462  -0.9000E+02   0.4915E-01   0.1100E+00   0.1524E-03
         463  -0.8600E+02   0.4908E-01   0.7000E-01   0.1520E-03
         464  -0.1020E+03   0.4902E-01   0.1100E+00   0.1517E-03
         465  -0.1260E+03   0.4899E-01   0.1100E+00   0.1514E-03
         466  -0.1220E+03   0.4895E-01  -0.3000E-01   0.1511E-03
         467  -0.9800E+02   0.4889E-01  -0.1900E+00   0.1508E-03
         468  -0.1180E+03   0.4885E-01  -0.2100E+00   0.1506E-03
         469  -0.1220E+03   0.4882E-01  -0.2300E+00   0.1503E-03
         470  -0.1180E+03   0.4878E-01  -0.1900E+00   0.1501E-03
         471  -0.1180E+03   0.4874E-01   0.1000E-01   0.1498E-03
         472  -0.1180E+03   0.4870E-01   0.9000E-01   0.1495E-03
         473  -0.9400E+02   0.4863E-01   0.9000E-01   0.1492E-03
         474  -0.1060E+03   0.4858E-01  -0.1100E+00   0.1489E-03
         475  -0.1060E+03   0.4853E-01  -0.2300E+00   0.1486E-03
         476  -0.1220E+03   0.4850E-01  -0.2100E+00   0.1484E-03
         477  -0.8600E+02   0.4843E-01  -0.1700E+00   0.1481E-03
         478  -0.1140E+03   0.4838E-01  -0.2900E+00   0.1479E-03
         479  -0.1180E+03   0.4835E-01  -0.4100E+00   0.1479E-03
         480  -0.1260E+03   0.4832E-01  -0.3900E+00   0.1478E-03
         481  -0.1260E+03   0.4829E-01  -0.4700E+00   0.1478E-03
         482  -0.1460E+03   0.4828E-01  -0.4900E+00   0.1478E-03
         483  -0.1380E+03   0.4826E-01  -0.5300E+00   0.1479E-03
         484  -0.1420E+03   0.4825E-01  -0.5500E+00   0.1481E-03
         485  -0.1340E+03   0.4823E-01  -0.5300E+00   0.1482E-03
         486  -0.1420E+03   0.4822E-01  -0.5900E+00   0.1484E-03
         487  -0.1460E+03   0.4821E-01  -0.5700E+00   0.1485E-03
         488  -0.1220E+03   0.4818E-01  -0.5300E+00   0.1486E-03
         489  -0.1460E+03   0.4817E-01  -0.6300E+00   0.1489E-03
         490  -0.1260E+03   0.4814E-01  -0.5500E+00   0.1490E-03
         491  -0.1220E+03   0.4811E-01  -0.5500E+00   0.1491E-03
         492  -0.1180E+03   0.4807E-01  -0.4700E+00   0.1491E-03
         493  -0.1380E+03   0.4805E-01  -0.4500E+00   0.1491E-03
         494  -0.1340E+03   0.4803E-01  -0.5100E+00   0.1491E-03
         495  -0.1340E+03   0.4801E-01  -0.4900E+00   0.1492E-03
         496  -0.1220E+03   0.4798E-01  -0.4900E+00   0.1492E-03
         497  -0.1140E+03   0.4793E-01  -0.3100E+00   0.1490E-03
         498  -0.1100E+03   0.4789E-01  -0.3700E+00   0.1489E-03
         499  -0.8600E+02   0.4782E-01  -0.3700E+00   0.1488E-03
         500  -0.9400E+02   0.4776E-01  -0.4100E+00   0.1487E-03
         501  -0.9000E+02   0.4770E-01  -0.3700E+00   0.1486E-03
         502  -0.9400E+02   0.4764E-01  -0.3500E+00   0.1485E-03
         503  -0.1020E+03   0.4759E-01  -0.3900E+00   0.1484E-03
         504  -0.9400E+02   0.4753E-01  -0.3500E+00   0.1483E-03
         505  -0.9400E+02   0.4747E-01  -0.3100E+00   0.1481E-03
         506  -0.9800E+02   0.4742E-01  -0.3300E+00   0.1480E-03
         507  -0.1220E+03   0.4739E-01  -0.4500E+00   0.1479E-03
         508  -0.1180E+03   0.4735E-01  -0.4700E+00   0.1479E-03
         509  -0.1460E+03   0.4734E-01  -0.5300E+00   0.1480E-03
         510  -0.1340E+03   0.4732E-01  -0.5100E+00   0.1480E-03
         511  -0.1100E+03   0.4728E-01  -0.4500E+00   0.1480E-03
         512  -0.1300E+03   0.4725E-01  -0.5100E+00   0.1481E-03
         513  -0.9800E+02   0.4720E-01  -0.3300E+00   0.1479E-03
         514  -0.1020E+03   0.4715E-01  -0.1900E+00   0.1477E-03
         515  -0.1100E+03   0.4711E-01  -0.5000E-01   0.1474E-03
         516  -0.1060E+03   0.4706E-01  -0.1300E+00   0.1471E-03
         517  -0.9800E+02   0.4701E-01  -0.9000E-01   0.1469E-03
         518  -0.8600E+02   0.4694E-01  -0.3000E-01   0.1466E-03
         519  -0.8200E+02   0.4688E-01   0.1900E+00   0.1463E-03
         520  -0.8600E+02   0.4682E-01   0.2100E+00   0.1461E-03
         521  -0.9800E+02   0.4677E-01   0.1300E+00   0.1459E-03
         522  -0.8600E+02   0.4671E-01  -0.7000E-01   0.1456E-03
         523  -0.7000E+02   0.4664E-01   0.7000E-01   0.1453E-03
         524  -0.7000E+02   0.4657E-01  -0.1100E+00   0.1450E-03
         525  -0.7400E+02   0.4650E-01  -0.1300E+00   0.1448E-03
         526  -0.7400E+02   0.4643E-01  -0.9000E-01   0.1445E-03
         527  -0.7800E+02   0.4637E-01  -0.5000E-01   0.1443E-03
         528  -0.7800E+02   0.4630E-01   0.3000E-01   0.1440E-03
         529  -0.8200E+02   0.4624E-01   0.5000E-01   0.1437E-03
         530  -0.9000E+02   0.4618E-01   0.2100E+00   0.1435E-03
         531  -0.1060E+03   0.4614E-01   0.4100E+00   0.1434E-03
         532  -0.1260E+03   0.4611E-01   0.5100E+00   0.1435E-03
         533  -0.9000E+02   0.4606E-01   0.5100E+00   0.1435E-03
         534  -0.1100E+03   0.4602E-01   0.5900E+00   0.1437E-03
         535  -0.1100E+03   0.4598E-01   0.5100E+00   0.1437E-03
         536  -0.1100E+03   0.4594E-01   0.4700E+00   0.1437E-03
         537  -0.1260E+03   0.4591E-01   0.6700E+00   0.1440E-03
         538  -0.1100E+03   0.4587E-01   0.6100E+00   0.1442E-03
         539  -0.1300E+03   0.4585E-01   0.6500E+00   0.1444E-03
         540  -0.1060E+03   0.4580E-01   0.5500E+00   0.1445E-03
         541  -0.9800E+02   0.4575E-01   0.5300E+00   0.1446E-03
         542  -0.1020E+03   0.4571E-01   0.5500E+00   0.1447E-03
         543  -0.9400E+02   0.4566E-01   0.3900E+00   0.1446E-03
         544  -0.9800E+02   0.4561E-01   0.4100E+00   0.1445E-03
         545  -0.9400E+02   0.4556E-01   0.3500E+00   0.1444E-03
         546  -0.1140E+03   0.4552E-01   0.4100E+00   0.1443E-03
         547  -0.9000E+02   0.4547E-01   0.2700E+00   0.1441E-03
         548  -0.9400E+02   0.4542E-01   0.2900E+00   0.1440E-03
         549  -0.1180E+03   0.4538E-01   0.2700E+00   0.1438E-03
         550  -0.1300E+03   0.4536E-01   0.2900E+00   0.1436E-03
         551  -0.1220E+03   0.4533E-01   0.3300E+00   0.1435E-03
         552  -0.1100E+03   0.4530E-01   0.3300E+00   0.1434E-03
         553  -0.1300E+03   0.4527E-01   0.3500E+00   0.1432E-03
         554  -0.1220E+03   0.4525E-01   0.4300E+00   0.1432E-03
         555  -0.1380E+03   0.4523E-01   0.4700E+00   0.1432E-03
         556  -0.1260E+03   0.4521E-01   0.4700E+00   0.1432E-03
         557  -0.1260E+03   0.4518E-01   0.4900E+00   0.1432E-03
         558  -0.1060E+03   0.4514E-01   0.3900E+00   0.1431E-03
         559  -0.1100E+03   0.4510E-01   0.4500E+00   0.1431E-03
         560  -0.1140E+03   0.4507E-01   0.3900E+00   0.1430E-03
         561  -0.1180E+03   0.4504E-01   0.3500E+00   0.1429E-03
         562  -0.1220E+03   0.4501E-01   0.3700E+00   0.1428E-03
         563  -0.1260E+03   0.4498E-01   0.4300E+00   0.1427E-03
         564  -0.1260E+03   0.4496E-01   0.3900E+00   0.1426E-03
         565  -0.1260E+03   0.4493E-01   0.4500E+00   0.1426E-03
         566  -0.1260E+03   0.4491E-01   0.4500E+00   0.1426E-03
         567  -0.1260E+03   0.4488E-01   0.3900E+00   0.1425E-03
         568  -0.1220E+03   0.4485E-01   0.4700E+00   0.1425E-03
         569  -0.1260E+03   0.4483E-01   0.4700E+00   0.1425E-03
         570  -0.1340E+03   0.4481E-01   0.4300E+00   0.1424E-03
         571  -0.1220E+03   0.4478E-01   0.3300E+00   0.1423E-03
         572  -0.1220E+03   0.4476E-01   0.4500E+00   0.1423E-03
         573  -0.1180E+03   0.4473E-01   0.4500E+00   0.1422E-03
         574  -0.1380E+03   0.4471E-01   0.4700E+00   0.1422E-03
         575  -0.1220E+03   0.4468E-01   0.4500E+00   0.1422E-03
         576  -0.1380E+03   0.4467E-01   0.5500E+00   0.1422E-03
         577  -0.1540E+03   0.4467E-01   0.6300E+00   0.1424E-03
         578  -0.1380E+03   0.4466E-01   0.6100E+00   0.1426E-03
         579  -0.1260E+03   0.4463E-01   0.5900E+00   0.1427E-03
         580  -0.1340E+03   0.4462E-01   0.6700E+00   0.1429E-03
         581  -0.9800E+02   0.4457E-01   0.5100E+00   0.1429E-03
         582  -0.6600E+02   0.4451E-01   0.4500E+00   0.1429E-03
         583  -0.7400E+02   0.4445E-01   0.4500E+00   0.1429E-03
         584  -0.1100E+03   0.4441E-01   0.5700E+00   0.1429E-03
         585  -0.1220E+03   0.4439E-01   0.5500E+00   0.1430E-03
         586  -0.1340E+03   0.4437E-01   0.4900E+00   0.1430E-03
         587  -0.1220E+03   0.4434E-01   0.4500E+00   0.1430E-03
         588  -0.1180E+03   0.4431E-01   0.3300E+00   0.1428E-03
         589  -0.1180E+03   0.4428E-01   0.3700E+00   0.1427E-03
         590  -0.1180E+03   0.4425E-01   0.4300E+00   0.1427E-03
         591  -0.1100E+03   0.4421E-01   0.3100E+00   0.1425E-03
         592  -0.1220E+03   0.4419E-01   0.5100E+00   0.1425E-03
         593  -0.1260E+03   0.4416E-01   0.4900E+00   0.1425E-03
         594  -0.1460E+03   0.4416E-01   0.5900E+00   0.1427E-03
         595  -0.1220E+03   0.4413E-01   0.5900E+00   0.1428E-03
         596  -0.1260E+03   0.4411E-01   0.6100E+00   0.1429E-03
         597  -0.1020E+03   0.4406E-01   0.4300E+00   0.1428E-03
         598  -0.1260E+03   0.4404E-01   0.5100E+00   0.1428E-03
         599  -0.1140E+03   0.4401E-01   0.4900E+00   0.1428E-03
         600  -0.1180E+03   0.4398E-01   0.5500E+00   0.1429E-03
         601  -0.8200E+02   0.4393E-01   0.4500E+00   0.1428E-03
         602  -0.9000E+02   0.4388E-01   0.3700E+00   0.1427E-03
         603  -0.9400E+02   0.4383E-01   0.4900E+00   0.1427E-03
         604  -0.8600E+02   0.4378E-01   0.3900E+00   0.1426E-03
         605  -0.8200E+02   0.4373E-01   0.3900E+00   0.1426E-03
         606  -0.8200E+02   0.4368E-01   0.3700E+00   0.1425E-03
         607  -0.8600E+02   0.4363E-01   0.1700E+00   0.1422E-03
         608  -0.1180E+03   0.4360E-01   0.2900E+00   0.1421E-03
         609  -0.8200E+02   0.4355E-01   0.1900E+00   0.1419E-03
         610  -0.8200E+02   0.4350E-01   0.1500E+00   0.1417E-03
         611  -0.9800E+02   0.4346E-01   0.7000E-01   0.1415E-03
         612  -0.8600E+02   0.4341E-01   0.5000E-01   0.1412E-03
         613  -0.8600E+02   0.4336E-01   0.2500E+00   0.1411E-03
         614  -0.9800E+02   0.4332E-01   0.2100E+00   0.1409E-03
         615  -0.9400E+02   0.4328E-01   0.5000E-01   0.1406E-03
         616  -0.1060E+03   0.4324E-01  -0.7000E-01   0.1404E-03
         617  -0.1140E+03   0.4321E-01  -0.3900E+00   0.1403E-03
         618  -0.1140E+03   0.4318E-01  -0.3900E+00   0.1402E-03
         619  -0.1220E+03   0.4315E-01  -0.3100E+00   0.1401E-03
         620  -0.1260E+03   0.4313E-01  -0.3300E+00   0.1400E-03
         621  -0.1300E+03   0.4311E-01  -0.3300E+00   0.1399E-03
         622  -0.9800E+02   0.4307E-01  -0.4100E+00   0.1398E-03
         623  -0.7800E+02   0.4302E-01  -0.4700E+00   0.1398E-03
         624  -0.1020E+03   0.4298E-01  -0.4700E+00   0.1398E-03
         625  -0.1140E+03   0.4295E-01  -0.5300E+00   0.1398E-03
         626  -0.1380E+03   0.4294E-01  -0.4900E+00   0.1398E-03
         627  -0.1260E+03   0.4292E-01  -0.4900E+00   0.1398E-03
         628  -0.1220E+03   0.4289E-01  -0.6100E+00   0.1399E-03
         629  -0.1500E+03   0.4289E-01  -0.6900E+00   0.1401E-03
         630  -0.1420E+03   0.4288E-01  -0.7100E+00   0.1403E-03
         631  -0.1500E+03   0.4288E-01  -0.7900E+00   0.1407E-03
         632  -0.1300E+03   0.4286E-01  -0.7100E+00   0.1409E-03
         633  -0.1260E+03   0.4284E-01  -0.6100E+00   0.1410E-03
         634  -0.1260E+03   0.4282E-01  -0.6700E+00   0.1412E-03
         635  -0.1340E+03   0.4280E-01  -0.6700E+00   0.1414E-03
         636  -0.1340E+03   0.4278E-01  -0.6900E+00   0.1415E-03
         637  -0.1300E+03   0.4276E-01  -0.5500E+00   0.1416E-03
         638  -0.1460E+03   0.4276E-01  -0.6700E+00   0.1418E-03
         639  -0.1340E+03   0.4274E-01  -0.6500E+00   0.1419E-03
         640  -0.1260E+03   0.4272E-01  -0.5500E+00   0.1419E-03
         641  -0.1220E+03   0.4270E-01  -0.5700E+00   0.1420E-03
         642  -0.1180E+03   0.4267E-01  -0.6100E+00   0.1421E-03
         643  -0.1180E+03   0.4264E-01  -0.5300E+00   0.1421E-03
         644  -0.1340E+03   0.4263E-01  -0.6900E+00   0.1423E-03
         645  -0.1300E+03   0.4261E-01  -0.6700E+00   0.1425E-03
         646  -0.1100E+03   0.4257E-01  -0.5700E+00   0.1425E-03
         647  -0.1140E+03   0.4254E-01  -0.6300E+00   0.1426E-03
         648  -0.8200E+02   0.4250E-01  -0.4500E+00   0.1426E-03
         649  -0.7000E+02   0.4245E-01  -0.2700E+00   0.1424E-03
         650  -0.8600E+02   0.4240E-01  -0.3300E+00   0.1423E-03
         651  -0.5400E+02   0.4234E-01  -0.1900E+00   0.1421E-03
         652  -0.6600E+02   0.4229E-01  -0.1100E+00   0.1419E-03
         653  -0.6600E+02   0.4224E-01  -0.1500E+00   0.1417E-03
         654  -0.7400E+02   0.4219E-01  -0.9000E-01   0.1415E-03
         655  -0.6200E+02   0.4214E-01  -0.1500E+00   0.1413E-03
         656  -0.7800E+02   0.4209E-01  -0.1700E+00   0.1411E-03
         657  -0.7000E+02   0.4204E-01  -0.1100E+00   0.1409E-03
         658  -0.7800E+02   0.4199E-01   0.9000E-01   0.1407E-03
         659  -0.9000E+02   0.4195E-01  -0.1300E+00   0.1405E-03
         660  -0.1100E+03   0.4192E-01  -0.2500E+00   0.1403E-03
         661  -0.1140E+03   0.4189E-01  -0.1100E+00   0.1401E-03
         662  -0.1060E+03   0.4186E-01  -0.1900E+00   0.1399E-03
         663  -0.1060E+03   0.4182E-01  -0.3300E+00   0.1398E-03
         664  -0.9800E+02   0.4179E-01  -0.2100E+00   0.1396E-03
         665  -0.1060E+03   0.4175E-01  -0.2300E+00   0.1395E-03
         666  -0.1020E+03   0.4172E-01  -0.2100E+00   0.1393E-03
         667  -0.1100E+03   0.4169E-01  -0.2100E+00   0.1391E-03
         668  -0.1260E+03   0.4167E-01  -0.2700E+00   0.1390E-03
         669  -0.1260E+03   0.4165E-01  -0.2700E+00   0.1388E-03
         670  -0.1380E+03   0.4164E-01  -0.3300E+00   0.1387E-03
         671  -0.1300E+03   0.4162E-01  -0.3100E+00   0.1386E-03
         672  -0.1300E+03   0.4160E-01  -0.2500E+00   0.1384E-03
         673  -0.1220E+03   0.4158E-01  -0.2100E+00   0.1383E-03
         674  -0.1380E+03   0.4157E-01  -0.2300E+00   0.1381E-03
         675  -0.1300E+03   0.4155E-01  -0.2900E+00   0.1379E-03
         676  -0.1300E+03   0.4153E-01  -0.2900E+00   0.1378E-03
         677  -0.1140E+03   0.4151E-01  -0.3700E+00   0.1377E-03
         678  -0.1020E+03   0.4147E-01  -0.4100E+00   0.1376E-03
         679  -0.8200E+02   0.4143E-01  -0.4100E+00   0.1376E-03
         680  -0.1140E+03   0.4140E-01  -0.4700E+00   0.1375E-03
         681  -0.1140E+03   0.4137E-01  -0.4900E+00   0.1375E-03
         682  -0.1300E+03   0.4136E-01  -0.4900E+00   0.1375E-03
         683  -0.1260E+03   0.4134E-01  -0.5100E+00   0.1375E-03
         684  -0.1260E+03   0.4132E-01  -0.5100E+00   0.1375E-03
         685  -0.1020E+03   0.4128E-01  -0.4300E+00   0.1375E-03
         686  -0.9800E+02   0.4125E-01  -0.3100E+00   0.1373E-03
         687  -0.1020E+03   0.4121E-01  -0.2700E+00   0.1372E-03
         688  -0.1100E+03   0.4118E-01  -0.3500E+00   0.1371E-03
         689  -0.1100E+03   0.4115E-01  -0.3300E+00   0.1370E-03
         690  -0.1340E+03   0.4114E-01  -0.4500E+00   0.1369E-03
         691  -0.1220E+03   0.4112E-01  -0.5100E+00   0.1369E-03
