        T/Tc        U_med      U_error        M_med      M_error       Mexact           cv         susc       Binder
  0.3757E+01  -0.2519E+02   0.5726E-01   0.1067E+00   0.2490E-03   0.0000E+00   0.2504E+06   0.3640E-06   0.1671E-01
  0.3816E+01  -0.2509E+02   0.1396E+00   0.1065E+00   0.2372E-03   0.0000E+00   0.2447E+06   0.3251E-06   0.2105E-01
  0.3875E+01  -0.2436E+02   0.5456E-01   0.1056E+00   0.2319E-03   0.0000E+00   0.2309E+06   0.3060E-06   0.1394E-01
  0.3935E+01  -0.2399E+02   0.5498E-01   0.1053E+00   0.2315E-03   0.0000E+00   0.2221E+06   0.3004E-06   0.1658E-01
  0.3994E+01  -0.2366E+02   0.5633E-01   0.1042E+00   0.2060E-03   0.0000E+00   0.2145E+06   0.2342E-06   0.1695E-01
  0.4054E+01  -0.2339E+02   0.8151E-01   0.1045E+00   0.2979E-03   0.0000E+00   0.2070E+06   0.4826E-06   0.1710E-01
  0.4113E+01  -0.2290E+02   0.4674E-01   0.1033E+00   0.2207E-03   0.0000E+00   0.1980E+06   0.2610E-06   0.1652E-01
  0.4172E+01  -0.2255E+02   0.4853E-01   0.1030E+00   0.2509E-03   0.0000E+00   0.1912E+06   0.3326E-06   0.9116E-02
  0.4232E+01  -0.2221E+02   0.5961E-01   0.1028E+00   0.1830E-03   0.0000E+00   0.1844E+06   0.1746E-06   0.1614E-01
  0.4291E+01  -0.2194E+02   0.5580E-01   0.1023E+00   0.2220E-03   0.0000E+00   0.1783E+06   0.2532E-06   0.1704E-01
  0.4351E+01  -0.2194E+02   0.1740E+00   0.1024E+00   0.4420E-03   0.0000E+00   0.1764E+06   0.9902E-06   0.1547E-01
  0.4410E+01  -0.2125E+02   0.5011E-01   0.1010E+00   0.2237E-03   0.0000E+00   0.1661E+06   0.2502E-06   0.1396E-01
